web-scraper-order,web-scraper-start-url,single,single-href,title,price_2,manufacturer,model_name,screen_size,display_resolution,cpu_model,processor,graphics_copressor,ram,storage,operating_system,weight,num_processors,processor_brand
1715967465-207,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"VivoBook 15 OLED Laptop (2023), 15.6Ó FHD OLED Display, AMD Ryzenª 7 7730U CPU, AMD Radeonª GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Indie Black, M1505YA-DB71-CA",https://www.amazon.ca/ASUS-VivoBook-Display-RadeonTM-M1505YA-DB71-CA/dp/B0C5F2JT6G/ref=sr_1_40?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-40&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS VivoBook 15 OLED Laptop (2023), 15.6Ó FHD OLED Display, AMD Ryzenª 7 7730U CPU, AMD Radeonª GPU, 16GB RAM, 512GB SSD, Windows 11 Home, Indie Black, M1505YA-DB71-CA",999,ASUS COMPUTER INTL,ASUS Vivobook 15,_15.6,_1920 x 1080 pixels,Ryzen 7,_2 GHz ryzen_7,_Integrated,_16 GB DDR4,_512 GB SSD,_Windows 11 Home,_48 x 29 x 6.5 cm; 1.7 kg,_8,_AMD
1715967473-209,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"VivoBook S15 S533 Thin and Light Laptop, 15.6Ó FHD Display, Intel Core i7 Processor, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, Indie Black, S533EA-AS79-CA",https://www.amazon.ca/VivoBook-Display-i7-1165G7-Processor-S533EA-AS79-CA/dp/B09QRGP3M5/ref=sr_1_38?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-38&ufe=app_do%3Aamzn1.fos.c021cf91-aacd-4a27-9bf5-80aba3271009,"ASUS VivoBook S15 S533 Thin and Light Laptop, 15.6Ó FHD Display, Intel Core i7 Processor, 8GB DDR4 RAM, 512GB PCIe SSD, Wi-Fi 6, Windows 11 Home, Indie Black, S533EA-AS79-CA",799,ASUS COMPUTER INTL,ASUS VivoBook S15 S533 Thin and Light Laptop,_15.6 Inches,_1920 x 1080 pixel,None,_2.8 GHz none,_Integrated,_8 GB DDR4,_512 GB SSD,_Windows 11 Home,,_4,_Intel
1715967482-211,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Zenbook S 13 OLED Ultra Laptop 2023, 13.3Ó OLED 2.8K Display, Intel Evo Certified, Core i7-1355U, Intel¨ Iris Xe Graphics, 16GB RAM, 1TB SSD, Windows 11 Home, Basalt Grey, UX5304VA-DS71-CA",https://www.amazon.ca/Zenbook-Certified-i7-1355U-Graphics-UX5304VA-DS71-CA/dp/B0BXZ2FLZJ/ref=sr_1_36?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-36&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS Zenbook S 13 OLED Ultra Laptop 2023, 13.3Ó OLED 2.8K Display, Intel Evo Certified, Core i7-1355U, Intel¨ Iris Xe Graphics, 16GB RAM, 1TB SSD, Windows 11 Home, Basalt Grey, UX5304VA-DS71-CA","1,398.00",ASUS COMPUTER INTL,,_13.3 Inches,_2880 x 1800 pixel,Core i7,_1.7 GHz core_i7,_Integrated,_16 GB Lpddr 5,_1 TB SSD,_Windows 11 Home,_45.72 x 28.45 x 10.16 cm; 3.81 kg,_10,_Intel
1715967486-212,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"TUF A17 17.3"" 144Hz FHD Gaming Laptop, AMD Ryzen 5 4600H, NVIDIA GeForce GTX 1650, 64GB RAM, 4TB PCIe SSD, RGB Backlit Keyboard, Windows 11, Bonfire Black, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-TUF-GeForce-Backlit-Keyboard/dp/B0CC1BT399/ref=sr_1_35?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-35&ufe=app_do%3Aamzn1.fos.a4f9e18d-83e4-4dfa-94d2-717d5a20bf26,"ASUS TUF A17 17.3"" 144Hz FHD Gaming Laptop, AMD Ryzen 5 4600H, NVIDIA GeForce GTX 1650, 64GB RAM, 4TB PCIe SSD, RGB Backlit Keyboard, Windows 11, Bonfire Black, 32GB Hotface USB Card","1,849.00",ASUS,TUF,_17.3 Inches,_1920 x 1080 pixels,Ryzen 5 4600H,_3 GHz ryzen_5_4600h,_Dedicated,_64 GB DDR4,_4 TB SSD,_Windows 11 Home,_49.29 x 41.2 x 10.4 cm; 3.99 kg,_6,_AMD
1715967490-213,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Chromebook 17.3"" FHD Laptop, Intel Celeron N4500 Processor, 4GB LPDDR4X RAM, 64GB eMMC, Intel UHD Graphics, HD Webcam, WiFi 6, Chrome OS, Silver, 128GB Hotface USB Card",https://www.amazon.ca/ASUS-Chromebook-Celeron-Processor-Graphics/dp/B0CW58CWT8/ref=sr_1_34?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-34,"ASUS Chromebook 17.3"" FHD Laptop, Intel Celeron N4500 Processor, 4GB LPDDR4X RAM, 64GB eMMC, Intel UHD Graphics, HD Webcam, WiFi 6, Chrome OS, Silver, 128GB Hotface USB Card",359,ASUS,Chromebook,_17.3 Inches,_1920 x 1080 pixel,Celeron N,_1.1 GHz celeron_n,_Integrated,_4 GB LPDDR4X,_64 GB Emmc,__Chrome OS,_53.29 x 31.9 x 7.4 cm; 2.42 kg,_2,_Intel
1715967495-214,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Chromebook CX1, 15.6"" HD NanoEdge Display, Intel Celeron N5100 Processor, 64GB eMMC Storage, 4GB LPDDR4X RAM, Chrome OS, Transparent Silver, CX1500CKA-DH02-CB",https://www.amazon.ca/Chromebook-NanoEdge-Processor-Transparent-CX1500CKA-DH02-CB/dp/B0BS57XRJY/ref=sr_1_33?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-33,"ASUS Chromebook CX1, 15.6"" HD NanoEdge Display, Intel Celeron N5100 Processor, 64GB eMMC Storage, 4GB LPDDR4X RAM, Chrome OS, Transparent Silver, CX1500CKA-DH02-CB",399,ASUS COMPUTER INTL,ASUS Chromebook CX1,_15.6 Inches,_1366 x 768 pixels,Celeron,_1.1 GHz celeron,_Integrated,_4 GB LPDDR4X,_64 GB Emmc,_Chrome OS,,_4,_Intel
1715967499-215,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Vivobook 16 16'' FHD Business Laptop, AMD R7-5800HS Processor, 40GB RAM, 2TB PCIe SSD, AMD Radeon Graphics, 720p HD Camera, Win 11, Blue, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-Vivobook-16-R7-5800HS-Processor/dp/B0CC53G7R7/ref=sr_1_32?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-32&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS Vivobook 16 16'' FHD Business Laptop, AMD R7-5800HS Processor, 40GB RAM, 2TB PCIe SSD, AMD Radeon Graphics, 720p HD Camera, Win 11, Blue, 32GB Hotface USB Card","1,089.00",ASUS,VivoBook,_16 Inches,_1920 x 1080 pixels,Ryzen 7,_3.2 GHz ryzen_7,_Integrated,_40 GB DDR4,_2 TB SSD,_Windows 11 Home,_35.89 x 24.94 x 1.98 cm; 1.87 kg,_8,_AMD
1715967503-216,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"M509DA 15.6"" HD Laptop, AMD Ryzen 5 3500U Processor, 8 GB DDR4 RAM, 256 GB PCIE Storage, Windows 10 64-bit, Grey",https://www.amazon.ca/M509DA-Laptop-Processor-Storage-Windows/dp/B08HKKZ6SS/ref=sr_1_31?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-31&ufe=app_do%3Aamzn1.fos.c021cf91-aacd-4a27-9bf5-80aba3271009,"ASUS M509DA 15.6"" HD Laptop, AMD Ryzen 5 3500U Processor, 8 GB DDR4 RAM, 256 GB PCIE Storage, Windows 10 64-bit, Grey",629,ASUS,,_15.6 Inches,_1366 x 768 pixels,AMD R Series,_3500 GHz amd_r_series,_Integrated,_8 GB DDR4,_256 GB SSD,_Windows 10,_46 x 29 x 6.4 cm; 1.8 kg,_4,_AMD
1715967507-217,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Vivobook 15.6Ó FHD Touchscreen Laptop, Intel Core i5-1135G7 Processor, 12GB RAM, 512GB PCIe SSD, Intel Iris Xe Graphics, Number Pad, Bluetooth, Win 11 Pro, Gray, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-Vivobook-Touchscreen-i5-1135G7-Processor/dp/B0CSFGK8D4/ref=sr_1_30?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-30&ufe=app_do%3Aamzn1.fos.c021cf91-aacd-4a27-9bf5-80aba3271009,"ASUS Vivobook 15.6Ó FHD Touchscreen Laptop, Intel Core i5-1135G7 Processor, 12GB RAM, 512GB PCIe SSD, Intel Iris Xe Graphics, Number Pad, Bluetooth, Win 11 Pro, Gray, 32GB Hotface USB Card",729,ASUS,VivoBook,_15.6 Inches,_1920 x 1080 pixel,Core i5,_2.4 GHz core_i5,_Integrated,_12 GB DDR4,_512 GB SSD,_Windows 11 Pro,_35.99 x 23.49 x 1.98 cm; 1.8 kg,_4,_Intel
1715967511-218,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"VivoBook 15 X515 Thin and Light Laptop, 15.6Ó FHD Display, Intel Core i5-1135G7, Intel Iris Xe Graphics, 8GB RAM, 256GB SSD, Fingerprint Reader, Windows 11 Home, X515EA-DS59-CA , Slate Grey",https://www.amazon.ca/VivoBook-i5-1135G7-Graphics-Fingerprint-X515EA-DS59-CA/dp/B09V1YH2XM/ref=sr_1_29?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-29&ufe=app_do%3Aamzn1.fos.c021cf91-aacd-4a27-9bf5-80aba3271009,"ASUS VivoBook 15 X515 Thin and Light Laptop, 15.6Ó FHD Display, Intel Core i5-1135G7, Intel Iris Xe Graphics, 8GB RAM, 256GB SSD, Fingerprint Reader, Windows 11 Home, X515EA-DS59-CA , Slate Grey",658,ASUS COMPUTER INTL,ASUS VivoBook 15 X515 Thin and Light Laptop,_15.6 Inches,_1920 x 1080 pixel,None,_2.4 GHz none,_Integrated,_8 GB DDR4,_256 GB SSD,_Windows 11 Home,,_4,_Intel
1715967519-220,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"VivoBook Go 14 Flip Thin and Light 2-in-1 Laptop, 14"" HD Touchscreen Display, Intel Celeron N4500, 4GB RAM, 64GB eMMC, Intel HD Graphics, Quiet Blue, Win 11 S, 128GB Hotface USB Card",https://www.amazon.ca/ASUS-VivoBook-Go-14-Touchscreen/dp/B0CP79F9GS/ref=sr_1_27?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-27,"ASUS VivoBook Go 14 Flip Thin and Light 2-in-1 Laptop, 14"" HD Touchscreen Display, Intel Celeron N4500, 4GB RAM, 64GB eMMC, Intel HD Graphics, Quiet Blue, Win 11 S, 128GB Hotface USB Card",359,ASUS,VivoBook,_14 Inches,_1366 x 768 pixels,Celeron N,_1.1 GHz celeron_n,_Integrated,_4 GB DDR4,_64 GB SSD,_Windows 11 S,_42.6 x 26.8 x 6.6 cm; 2.26 kg,_2,_Intel
1715967524-221,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=2&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Chromebook Vibe CX34 Flip Cloud Gaming Laptop, 14"" 144Hz Touch Display (1920x1200), Intel¨ Coreª i3-1215U Processor, 128GB SSD, 8GB RAM, Wi-Fi 6E, Chrome OS, CX3401FBA-DS31T-CB",https://www.amazon.ca/Chromebook-1920x1200-i3-1215U-Processor-CX3401FBA-DS31T-CB/dp/B0BS4JZ8MG/ref=sr_1_26?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.DnpLsvx5ND_V9D_2AJb9zzd-huiHgZiOr0Tlr4Xm-9av1mWtkTjWksV9kcEGco4Wn0v27lvsbCFNhL54oz3teJqHUirI4U2Fjhtrsz03q_4OK8v7yFeuR8jsxuxRUW4ROQ1CqB_JvZ0ZqroG0wl9hMp_Y83sT-58J5xBxTwKlMzoWPE2w7C1NB6galVzGAb51PqYRiRJAQ40ixPWI1M198drwf1kGkRefMpsucMRGrTCYwOC43HTTPlzTDmqkG3qd52cgY5ztlOE-6y0-tdQHgbGz0F1U_axNmVix8AmW2w.FbTJuOQl2c6E_hJcvPZs6b3INrYO-9jxIP4qBq2kzeg&dib_tag=se&keywords=asus+laptop&qid=1715967427&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-26,"ASUS Chromebook Vibe CX34 Flip Cloud Gaming Laptop, 14"" 144Hz Touch Display (1920x1200), Intel¨ Coreª i3-1215U Processor, 128GB SSD, 8GB RAM, Wi-Fi 6E, Chrome OS, CX3401FBA-DS31T-CB",598,ASUS COMPUTER INTL,ASUS Chromebook Vibe CX34 Flip Cloud Gaming Laptop,_14 Inches,_1920 x 1200 pixel,Intel Core i3,_1.2 GHz apple_ci3,_Integrated,_8 GB LPDDR4X,_128 GB SSD,_Chrome OS,_45.6 x 29.6 x 7.3 cm; 2.74 kg,_6,_Intel
