web-scraper-order,web-scraper-start-url,single,single-href,title,price_2,manufacturer,model_name,screen_size,display_resolution,cpu_model,processor,graphics_copressor,ram,storage,operating_system,weight,num_processors,processor_brand
1715966633-13,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"VivoBook 15 15.6"" FHD Laptop, Intel Core i5-1240P, 16GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Backlit Keyboard, Wi-Fi 6, HDMI, Win 11 Home, Blue, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-VivoBook-15-i5-1240P-Graphics/dp/B0CP6YZV84/ref=sr_1_228?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-228&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS VivoBook 15 15.6"" FHD Laptop, Intel Core i5-1240P, 16GB RAM, 1TB PCIe SSD, Intel Iris Xe Graphics, Backlit Keyboard, Wi-Fi 6, HDMI, Win 11 Home, Blue, 32GB Hotface USB Card","1,059.00",ASUS,,_15.6 Inches,_1920 x 1080 pixels,Core i5,_1.7 GHz core_i5,_Integrated,_16 GB DDR4,_1 TB SSD,_Windows 11 Home,_35.96 x 23.24 x 1.98 cm; 1.71 kg,_12,_Intel
1715966637-14,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Strix G17 Gaming Laptop, 17.3Ó QHD 240Hz Display, AMD Ryzen 9 7845HX, GeForce RTX 4060, 32GB DDR5, 1TB SSD, RGB Backlit Keyboard, Wi-Fi 6E, Win 11 Pro, Gray, 32GB Hotface USB Card",https://www.amazon.ca/ROG-Strix-Display-GeForce-Keyboard/dp/B0CC9262JJ/ref=sr_1_227?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-227&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"Asus ROG Strix G17 Gaming Laptop, 17.3Ó QHD 240Hz Display, AMD Ryzen 9 7845HX, GeForce RTX 4060, 32GB DDR5, 1TB SSD, RGB Backlit Keyboard, Wi-Fi 6E, Win 11 Pro, Gray, 32GB Hotface USB Card","3,099.00",ASUS,ROG Strix,_32 Inches,_2560 x 1440 pixel,Ryzen 9,_3 GHz ryzen_9,_Dedicated,_32 GB DDR5,_1 TB SSD,_Windows 11 Pro,_49.2 x 36.7 x 10.5 cm; 2.67 kg,_12,_AMD
1715966641-15,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Zephyrus M16 (2023) Gaming Laptop, 16Ó Nebula HDR 16:10 QHD+ 240Hz/3ms, 1100 nits, Mini LED, GeForce RTX 4090, Intel Core i9-13900H, 32GB DDR5, 2TB PCIe SSD, Windows 11 Pro, GU604VY-XS97",https://www.amazon.ca/ASUS-Zephyrus-Gaming-Laptop-Nebula/dp/B0BSXT39VQ/ref=sr_1_226?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-226&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS ROG Zephyrus M16 (2023) Gaming Laptop, 16Ó Nebula HDR 16:10 QHD+ 240Hz/3ms, 1100 nits, Mini LED, GeForce RTX 4090, Intel Core i9-13900H, 32GB DDR5, 2TB PCIe SSD, Windows 11 Pro, GU604VY-XS97","4,507.00",ASUS COMPUTER INTL,ASUS ROG Zephyrus M16 (2023) Gaming Laptop,_16 Inches,_2560 x 1600 pixels,Intel Core i9,_2.6 GHz intel_core_i9,_Dedicated,_2 TB DDR5,_2 TB SSD,_Windows 11 Pro,_47.8 x 38.4 x 15 cm; 2.09 kg,_14,_Intel
1715966645-16,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Strix G17 Gaming Laptop, 17.3"" QHD 240Hz Display, AMD Ryzen 9-7845HX, NVIDIA GeForce RTX 4060 GPU, 16GB DDR5 RAM, 1TB SSD, Backlit Keyboard, WiFi 6, Windows 11, Gray, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-ROG-Strix-G17-9-7845HX/dp/B0CPHPT86T/ref=sr_1_225?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-225&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS ROG Strix G17 Gaming Laptop, 17.3"" QHD 240Hz Display, AMD Ryzen 9-7845HX, NVIDIA GeForce RTX 4060 GPU, 16GB DDR5 RAM, 1TB SSD, Backlit Keyboard, WiFi 6, Windows 11, Gray, 32GB Hotface USB Card","2,999.00",ASUS,ROG Strix,_17.3 Inches,_2560 x 1440 pixel,Ryzen 9,_2.5 GHz ryzen_9,_Dedicated,_16 GB DDR5,_1 TB SSD,_Windows 11 Home,,_12,_AMD
1715966648-17,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Creator Q Laptop 2023-15.6"" FHD NVIDIA GeForce RTX 3050 - Intel Core i7-13620H 10 Cores - 40GB DDR5 4TB NVMe SSD - Backlit Keyboard Fingerprint Thunderbolt 4 Wi-Fi 6E- Win10 Pro TLG 32GB USB",https://www.amazon.ca/ASUS-Creator-Laptop-2023-15-6-GeForce/dp/B0CKYG21XB/ref=sr_1_224?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-224&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS Creator Q Laptop 2023-15.6"" FHD NVIDIA GeForce RTX 3050 - Intel Core i7-13620H 10 Cores - 40GB DDR5 4TB NVMe SSD - Backlit Keyboard Fingerprint Thunderbolt 4 Wi-Fi 6E- Win10 Pro TLG 32GB USB","2,266.00",ASUS,Creator Laptop Q,_15.6 Inches,_1920 x 1080,Core i7 Family,_3.2 GHz core_i7_family,_Dedicated,_40 GB DDR5,_4 TB SSD,_Windows 10 Pro,,_10,_Intel
1715966652-18,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"ROG Strix G16 Gaming Laptop 2023-16"" FHD+ NVIDIA GeForce RTX 4060 - Core i7-13650HX 14 Cores - 32GB DDR5 1TB SSD - Backlit Keyboard Wi-Fi 6E Bluetooth 5.2 - Win11 Home TLG 32GB USB - Gray",https://www.amazon.ca/ASUS-Gaming-Laptop-2023-16-GeForce/dp/B0CH9J9KGY/ref=sr_1_223?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-223&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS ROG Strix G16 Gaming Laptop 2023-16"" FHD+ NVIDIA GeForce RTX 4060 - Core i7-13650HX 14 Cores - 32GB DDR5 1TB SSD - Backlit Keyboard Wi-Fi 6E Bluetooth 5.2 - Win11 Home TLG 32GB USB - Gray","2,334.00",ASUS,ROG Strix G16,_16 Inches,_1920 x 1200,Intel Core i9,_3 GHz intel_core_i9,_Dedicated,_32 GB DDR5,_1 TB SSD,_Windows 11 Home,,_14,_Intel
1715966655-19,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,2023 ASUS Creator Q Laptop 15.6Ó FHD OLED Laptop 10-Core Intel i7-13620H NVIDIA GeForce RTX 3050 40GB DDR5 1TB NVMe SSD Thunderbolt4 WiFi AX RJ45 HDMI Backlit KB Fingerprint Windows 11 Pro w/RE USB,https://www.amazon.ca/ASUS-Creator-i7-13620H-Thunderbolt4-Fingerprint/dp/B0CM67889G/ref=sr_1_222?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-222&ufe=app_do%3Aamzn1.fos.a4f9e18d-83e4-4dfa-94d2-717d5a20bf26,2023 ASUS Creator Q Laptop 15.6Ó FHD OLED Laptop 10-Core Intel i7-13620H NVIDIA GeForce RTX 3050 40GB DDR5 1TB NVMe SSD Thunderbolt4 WiFi AX RJ45 HDMI Backlit KB Fingerprint Windows 11 Pro w/RE USB,"1,943.00",ASUS,Creator Laptop Q,_15.6 Inches,_1920 x 1080,Core i7 Family,_2.9 GHz core_i7_family,_Dedicated,_40 GB DDR5,_1 TB SSD,_Windows 11 Pro,,_10,_Intel
1715966658-20,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Vivobook 14 2023 Laptop / 14"" LED-Backlit FHD Intel UHD Graphics 60hertz / Core i3-1115G4 2 Cores / 8GB DDR4 1TB NVMe SSD M.2 / Backlit Keyboard Fingerprint Wi-Fi 5 / Win11 / 32GB USB",https://www.amazon.ca/ASUS-Vivobook-LED-Backlit-i3-1115G4-Fingerprint/dp/B0CSN8RPYF/ref=sr_1_221?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-221&ufe=app_do%3Aamzn1.fos.c021cf91-aacd-4a27-9bf5-80aba3271009,"ASUS Vivobook 14 2023 Laptop / 14"" LED-Backlit FHD Intel UHD Graphics 60hertz / Core i3-1115G4 2 Cores / 8GB DDR4 1TB NVMe SSD M.2 / Backlit Keyboard Fingerprint Wi-Fi 5 / Win11 / 32GB USB",700,ASUS,Vivobook 14 F415EA,_14 Inches,_1920 x 1080 pixels,Core i3 Family,_3.2 GHz core_i3_family,_Integrated,_8 GB DDR4,_1 TB SSD,_Windows 11 Home,,_2,_Intel
1715966661-21,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Expertbook B2 Flip, B2502FBA-C53P-CA Business Laptop, 15.6"" Touch Screen FHD, Intel Core i5-1240P, 16GB Ram, 512GB PCIe SSD, WiFi 6E, Windows 11 Pro",https://www.amazon.ca/Expertbook-B2502FBA-C53P-CA-Business-i5-1240P-Windows/dp/B0BZ69PHVN/ref=sr_1_220?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-220&ufe=app_do%3Aamzn1.fos.a4f9e18d-83e4-4dfa-94d2-717d5a20bf26,"ASUS Expertbook B2 Flip, B2502FBA-C53P-CA Business Laptop, 15.6"" Touch Screen FHD, Intel Core i5-1240P, 16GB Ram, 512GB PCIe SSD, WiFi 6E, Windows 11 Pro","1,548.00",ASUS,Expertbook B2,_15.6 Inches,_1920 x 1080 pixels,Core i5-1240P,_1.7 GHz core_i5_1240p,_Integrated,_16 GB DDR4,_512 GB SSD,_Windows 11 Pro,_51 x 30 x 8 cm; 1.9 kg,_1,_Intel
1715966666-22,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"TUF 17.3"" FHD 144Hz Gaming Laptop, Intel 11th Core i5-11400H, NVIDIA GeForce RTX 3050 4GB, 16GB RAM, 1TB PCIe SSD, Backlit Keyboard, WiFi 6, Windows 11, Gray, 32GB Hotface USB Card",https://www.amazon.ca/ASUS-TUF-i5-11400H-GeForce-Keyboard/dp/B0CPHPTK9N/ref=sr_1_219?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-219&ufe=app_do%3Aamzn1.fos.d37915d4-723e-43e1-99e0-6d90f8767367,"ASUS TUF 17.3"" FHD 144Hz Gaming Laptop, Intel 11th Core i5-11400H, NVIDIA GeForce RTX 3050 4GB, 16GB RAM, 1TB PCIe SSD, Backlit Keyboard, WiFi 6, Windows 11, Gray, 32GB Hotface USB Card","1,499.00",ASUS,ASUS TUF,_17.3 Inches,_1920x1080,Core i5,_2.7 GHz core_i5,_Dedicated,_16 GB DDR4,_1 TB SSD,_Windows 11 Home,_39.9 x 26.89 x 2.59 cm; 2.59 kg,_6,_Intel
1715966669-23,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Creator Laptop Q530 2023 15.6"" FHD OLED 10-Core Intel i7-13620H 40GB DDR5 2TB SSD NVIDIA GeForce RTX 3050 6GB GDDR6 Thunderbolt 4 Wi-Fi 6E Backlit KB Fingerprint Windows 11 Pro w/ONT 32GB USB",https://www.amazon.ca/ASUS-Creator-i7-13620H-Thunderbolt-Fingerprint/dp/B0CDN77J5X/ref=sr_1_218?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-218&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS Creator Laptop Q530 2023 15.6"" FHD OLED 10-Core Intel i7-13620H 40GB DDR5 2TB SSD NVIDIA GeForce RTX 3050 6GB GDDR6 Thunderbolt 4 Wi-Fi 6E Backlit KB Fingerprint Windows 11 Pro w/ONT 32GB USB","2,037.00",ASUS,Creator Laptop Q,_15.6 Inches,_1920 x 1080,Core i7 Family,_2.9 GHz core_i7_family,_Dedicated,_40 GB DDR5,_2 TB SSD,_Windows 11 Pro,,_10,_Intel
1715966672-24,https://www.amazon.ca/s?k=asus+laptop&i=electronics&rh=n%3A667823011%2Cp_89%3AAsus%2Cp_n_condition-type%3A11192164011&dc&page=10&crid=3O3RPD3IB6I8K&qid=1715860115&rnid=11192162011&sprefix=asus+laptop%2Celectronics%2C104&ref=sr_pg_2,"Creator Q530 Laptop 2023, 15.6"" FHD, Intel i7-13620H 10-Core, NVIDIA GeForce RTX 3050, 40GB DDR5, 4TB SSD, Backlit KB, Thunderbolt 4, Fingerprint Reader, Wi-Fi 6E, Win11 Pro, COU 32GB USB",https://www.amazon.ca/ASUS-Creator-i7-13620H-Thunderbolt-Fingerprint/dp/B0CDX1PJ7D/ref=sr_1_217?crid=3O3RPD3IB6I8K&dib=eyJ2IjoiMSJ9.CyY7IQlSHS0EP1NxqRBwbp-KtuWRM8z96-H_AnvAmzaRJ4-vtwC3z784LkotyFmCqH_1LoYkKdD7qHhrHUdXP8eGxB7SIbOhsBXC469ZTmXJ4u8kCc2-CZXA6I-KS-yVK75VE0QrzFW9h56tdZIZHsm0VsQlmALQAImuq11fsP8vTZWdLtxFrjQSIxxjji2yVEp2qTXaEg7gfLvIeHgwOxjcmlWQ_DuWZQKiBJ09fdhuF3pw4jySZyGBxfwg1E1oiQ8EWXAjZ-SrgPgFbaxJsZAh8uF93yZtdeXMK9RoXak.3ywFSbTuNOHgBg1j0rSWTD-g1sMDl1TcAX8vxoYFJRY&dib_tag=se&keywords=asus+laptop&qid=1715966587&refinements=p_89%3AAsus%2Cp_n_condition-type%3A11192164011&rnid=11192162011&s=electronics&sprefix=asus+laptop%2Celectronics%2C104&sr=1-217&ufe=app_do%3Aamzn1.fos.fe67de69-a579-4370-9bc8-5e38fc5a3bcc,"ASUS Creator Q530 Laptop 2023, 15.6"" FHD, Intel i7-13620H 10-Core, NVIDIA GeForce RTX 3050, 40GB DDR5, 4TB SSD, Backlit KB, Thunderbolt 4, Fingerprint Reader, Wi-Fi 6E, Win11 Pro, COU 32GB USB","2,307.00",ASUS,ASUS Creator Q530VJ,_15.6 Inches,_1920 x 1080,Core i7 Family,_3 GHz core_i7_family,_Dedicated,_40 GB DDR5,_4 TB SSD,_Windows 11 Pro,,_10,_Intel
